locus_tag,n_barcodes,n_barcodes_central,scaffold,begin,end,gene_strand,desc,insertion_index,insertion_probability,tn_interval,essentiality,uniprot,protein,protein_name,gene_name,length
H16_B1383,5,4,NC_008314.1,1547771,1550044,-,gene,0.4170115699860093,0.16298496268881718,193.8,non-essential,Q0K1F2,Q0K1F2_CUPNH,"Formate dehydrogenase, alpha chain (EC 1.2.1.2)",cbbB H16_B1383,757
H16_B1384,3,3,NC_008314.1,1550185,1551222,-,gene,1.1856395339646206,0.8542272765673498,122,non-essential,Q59100,ALF1_CUPNH,"Fructose-bisphosphate aldolase, chromosomal (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)",cbbAC cbbA2 H16_B1384,345
H16_B1385,1,1,NC_008314.1,1551265,1552446,-,gene,0.3442032726847167,0.32243940817395744,123,non-essential,NA,NA,NA,NA,NA
H16_B1386,2,2,NC_008314.1,1552516,1553526,-,gene,0.8115565654926149,0.6844537018235801,122.33333333333333,non-essential,P50321,G3PC_CUPNH,"Glyceraldehyde-3-phosphate dehydrogenase, chromosomal (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)",cbbGC cbbG2 H16_B1386,336
H16_B1387,3,2,NC_008314.1,1553586,1554281,-,gene,1.1793843613633683,0.8447343551797745,122,non-essential,P40852,GPHC_CUPNH,"Phosphoglycolate phosphatase, chromosomal (PGP) (PGPase) (EC 3.1.3.18)",cbbZC cbbZ2 H16_B1387,231
H16_B1388,2,1,NC_008314.1,1554281,1556293,-,gene,0.203695857641039,0.09338291189033296,121.66666666666667,ambiguous,P21725,TKTC_CUPNH,"Transketolase, chromosomal (TK) (EC 2.2.1.1)",cbbTC cbbT2 H16_B1388,670
H16_B1389,1,1,NC_008314.1,1556334,1557212,-,gene,0.4745634016704632,0.49616547934441324,120,non-essential,P19923,KPPR2_CUPNH,"Phosphoribulokinase, chromosomal (PRK) (PRKase) (EC 2.7.1.19) (Phosphopentokinase)",cfxP H16_B1389,292
H16_B1390,1,1,NC_008314.1,1557224,1558318,-,gene,0.38406587497887634,0.3815317483223347,119,non-essential,P19911,F16A2_CUPNH,"Fructose-1,6-bisphosphatase class 1 2 (FBPase class 1 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1 2)",fbp2 cbbF2 cbbFC cfxF H16_B1390,364
H16_B1391,2,0,NC_008314.1,1558375,1559100,-,gene,0,0.25238464796648485,117.5,ambiguous,P40117,RPEC_CUPNH,"Ribulose-phosphate 3-epimerase, chromosomal (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E)",cbbEC cbbE2 cfxE H16_B1391,241
H16_B1394,1,1,NC_008314.1,1560986,1561405,-,gene,1.0112859512155656,0.8122519361054766,118,non-essential,Q0K1E1,Q0K1E1_CUPNH,Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39),cbbS2 H16_B1394,139
H16_B1395,0,0,NC_008314.1,1561463,1562923,NA,gene,0,0.0600352612324908,119,essential,Q0K1E0,RBL1C_CUPNH,"Ribulose bisphosphate carboxylase large chain, chromosomal (RuBisCO large subunit) (EC 4.1.1.39)",cbbL1 cbbL cbxLC cfxLC H16_B1395,486
H16_B1399,5,5,NC_008314.1,1567145,1568896,-,gene,1.1997945951653075,0.8816790134457797,118.8,non-essential,Q0K1D6,Q0K1D6_CUPNH,Indole-3-pyruvate decarboxylase (EC 4.1.1.74),ipdC H16_B1399,583
H16_B1407,1,0,NC_008314.1,1575076,1575513,-,gene,0,0.43694239499488635,117.5,ambiguous,Q0K1C8,Q0K1C8_CUPNH,Putative acetyltransferase (GNAT) family (EC 2.3.1.-),H16_B1407,145
H16_B1417,1,1,NC_008314.1,1585605,1586723,+,gene,0.3493962432915921,0.33054667181739916,128,non-essential,Q0K1B8,Q0K1B8_CUPNH,"Alcohol dehydrogenase, class IV (EC 1.1.1.-)",H16_B1417,372
H16_B1418,0,0,NC_008314.1,1586804,1587700,NA,gene,0,0.15979737664735105,127,ambiguous,Q0K1B7,Q0K1B7_CUPNH,"Tryptophan 2,3-dioxygenase (EC 1.13.11.11)",tdo2 H16_B1418,298
H16_B1420,0,0,NC_008314.1,1588533,1589483,NA,gene,0,0.14516202913886156,126,ambiguous,Q0K1B5,Q0K1B5_CUPNH,Hydroquinone meta cleavage dioxygenase (EC 1.13.11.-),H16_B1420,316
H16_B1422,8,8,NC_008314.1,1590780,1592477,-,gene,1.8201821657989177,0.991100746192371,129.375,non-essential,Q0K1B3,Q0K1B3_CUPNH,Thioredoxin reductase (EC 1.8.1.9),H16_B1422,565
H16_B1428,0,0,NC_008314.1,1599760,1601190,NA,gene,0,0.016245260207337377,178,essential,Q0K1A7,Q0K1A7_CUPNH,Catalase (EC 1.11.1.6),katE2 H16_B1428,476
H16_B1433,3,3,NC_008314.1,1604142,1605155,+,gene,0.8413353674952885,0.6804881724994916,176,non-essential,Q0K1A3,Q0K1A3_CUPNH,"Alcohol dehydrogenase, Zn-dependent (EC 1.1.1.1)",adhP H16_B1433,337
H16_B1436,6,5,NC_008314.1,1607612,1608946,-,gene,1.0618005712090026,0.8238993391200735,176.33333333333334,non-essential,Q0K1A0,Q0K1A0_CUPNH,2-Methylcitrate dehydratase (EC 4.2.1.79),prpD3 H16_B1436,444
H16_B1438,5,5,NC_008314.1,1609820,1611922,-,gene,0.6757633422714298,0.45617560454718653,176.2,non-essential,Q0K198,Q0K198_CUPNH,6-Carboxyhexanoate-CoA ligase (EC 6.2.1.14),H16_B1438,700
H16_B1439,1,1,NC_008314.1,1611927,1612721,-,gene,0.35984166966534725,0.3470689930886084,175,non-essential,Q0K197,Q0K197_CUPNH,Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17),H16_B1439,264
H16_B1441,5,5,NC_008314.1,1614085,1615038,-,gene,1.4655278538223897,0.9423132764354257,179,non-essential,NA,NA,NA,NA,NA
H16_B1444,2,2,NC_008314.1,1616727,1618145,-,gene,0.38536536490246404,0.213339498065608,183,non-essential,NA,NA,NA,NA,NA
H16_B1452,6,6,NC_008314.1,1626225,1629314,+,gene,0.4929888765276493,0.1410858662418712,197.16666666666666,non-essential,NA,NA,NA,NA,NA
H16_B1453,3,2,NC_008314.1,1629311,1630201,+,gene,0.5674724775848372,0.46342011801335414,197.66666666666666,non-essential,Q0K183,Q0K183_CUPNH,Formate dehydrogenase beta subunit (EC 1.2.1.2),fdoH H16_B1453,296
H16_B1454,3,3,NC_008314.1,1630215,1630880,+,gene,1.1449944658600817,0.8402998272480385,197,non-essential,Q0K182,Q0K182_CUPNH,Formate dehydrogenase gamma subunit (EC 1.2.1.2),fdoI H16_B1454,221
H16_B1471,27,21,NC_008314.1,1649690,1652017,-,gene,1.1394564467190165,0.9786431811367968,368.3333333333333,non-essential,Q0K165,Q0K165_CUPNH,Formate dehydrogenase alpha chain (EC 1.2.1.2),fdhA2 H16_B1471,775
H16_B1473,9,8,NC_008314.1,1653228,1654409,+,gene,0.8425274137357244,0.6492566033771986,401.6666666666667,non-essential,Q0K163,Q0K163_CUPNH,Metal-dependent amidase/aminoacylase/carboxypeptidase (EC 3.5.-.-),H16_B1473,393
H16_B1475,3,1,NC_008314.1,1655468,1656241,-,gene,0.16292960463502143,0.0426938486621775,396.6666666666667,ambiguous,Q0K161,Q0K161_CUPNH,Dienelactone hydrolase family protein (EC 3.1.1.-),H16_B1475,257
H16_B1478,3,2,NC_008314.1,1657834,1658667,-,gene,0.307815433865854,0.10734643625042767,390,non-essential,Q0K158,Q0K158_CUPNH,"ABC-type transporter, ATPase component: PAAT family (EC 3.6.3.21)",H16_B1478,277
H16_B1480,3,3,NC_008314.1,1659594,1660934,-,gene,0.28556198598842525,0.030882918143810285,391.6666666666667,non-essential,Q0K156,Q0K156_CUPNH,Nitrilotriacetate monooxygenase component A (EC 1.14.13.-),H16_B1480,446
H16_B1481,7,5,NC_008314.1,1660952,1662169,-,gene,0.522705271587205,0.22247397066810257,393,non-essential,Q0K155,Q0K155_CUPNH,Acyl-CoA dehydrogenase (EC 1.3.99.3),H16_B1481,405
H16_B1498,16,12,NC_008314.1,1682654,1684216,+,gene,0.9651329631512234,0.7990223957212644,397.8125,non-essential,Q0K139,Q0K139_CUPNH,"ABC-type transporter, ATPase component: CUT2 family, fructose specific (EC 3.6.3.-)",frcA H16_B1498,531
H16_B1499,10,8,NC_008314.1,1684296,1685318,+,gene,0.9908593227476528,0.7979190822698901,395.4,non-essential,Q0K138,Q0K138_CUPNH,"ABC-type transporter, permease component: CUT2 family, fructose specific",frcC H16_B1499,340
H16_B1500,12,12,NC_008314.1,1685344,1686330,+,gene,1.5405551133591802,0.9888827997978413,395.25,non-essential,Q0K137,Q0K137_CUPNH,"ABC-type transporter, periplasmic component: CUT2 family, fructose specific",frcB H16_B1500,328
H16_B1501,9,6,NC_008314.1,1686376,1687872,+,gene,0.5051253384339769,0.16152250580333574,397.1111111111111,non-essential,Q0K136,Q0K136_CUPNH,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),zwf2 zwf H16_B1501,498
H16_B1502,15,11,NC_008314.1,1687897,1689531,+,gene,0.8290574069496114,0.6226609013593443,406.8666666666667,non-essential,Q0K135,Q0K135_CUPNH,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),pgi pgi2 H16_B1502,544
H16_B1503,7,7,NC_008314.1,1689561,1690472,+,gene,0.9347766284476565,0.7462789730678578,410.85714285714283,non-essential,Q0K134,Q0K134_CUPNH,Fructokinase (EC 2.7.1.4),frcK H16_B1503,303
H16_B1533,9,6,NC_008314.1,1721666,1722577,+,gene,1.0039891836898611,0.7967505819660914,327.1111111111111,non-essential,Q0K104,Q0K104_CUPNH,Taurine catabolism dioxygenase (EC 1.14.11.17),H16_B1533,303
H16_B1534,8,6,NC_008314.1,1722613,1724034,+,gene,0.6505991727666605,0.3944435503702272,324.375,non-essential,Q0K103,Q0K103_CUPNH,Aldehyde dehydrogenase (NAD+) (EC 1.2.1.3),H16_B1534,473
H16_B1537,10,7,NC_008314.1,1726160,1727608,+,gene,0.7589114689928143,0.5435047620336868,318.1,non-essential,Q0K100,Q0K100_CUPNH,Succinate-semialdehyde dehydrogenase (NADP+) (EC 1.2.1.16),gabD3 H16_B1537,482
H16_B1546,17,14,NC_008314.1,1736009,1737733,+,gene,1.2120372614883816,0.9536307483129638,334.4117647058824,non-essential,Q0K0Z1,Q0K0Z1_CUPNH,2-Polyprenyl-6-methoxyphenol hydroxylase or related FAD-dependent oxidoreductase (EC 1.14.13.-),H16_B1546,580
H16_B1558,9,5,NC_008314.1,1748565,1751924,+,gene,0.1874733319185346,2.8863481560715893e-5,385.6666666666667,ambiguous,Q0K0X9,Q0K0X9_CUPNH,Two domain protein: Trehalose synthase (EC 5.4.99.16),H16_B1558,1119
H16_B1559,14,14,NC_008314.1,1751921,1754191,+,gene,0.7747991056604608,0.5214077265475485,398.5,non-essential,Q0K0X8,GLGB_CUPNH,"1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)",glgB H16_B1559,756
H16_B1561,17,12,NC_008314.1,1756419,1758668,+,gene,0.6636448703569745,0.3100785162370183,401.6470588235294,non-essential,Q0K0X6,Q0K0X6_CUPNH,4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme),malQ H16_B1561,749
H16_B1562,13,11,NC_008314.1,1758779,1761322,+,gene,0.5300980006631044,0.09684285269230984,406.7692307692308,non-essential,Q0K0X5,Q0K0X5_CUPNH,"Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)",glgP H16_B1562,847
H16_B1564,9,7,NC_008314.1,1763547,1766240,+,gene,0.3241061845942145,0.003849445431831489,401.6666666666667,non-essential,Q0K0X3,Q0K0X3_CUPNH,Maltooligosyl trehalose synthase (EC 5.4.99.16),treY H16_B1564,897
H16_B1571,64,46,NC_008314.1,1769798,1775659,-,gene,0.9665628101931193,0.9236505378908221,404.96875,non-essential,Q0K0W6,Q0K0W6_CUPNH,UvrABC system protein A,uvrA2 H16_B1571,1953
H16_B1576,6,5,NC_008314.1,1778637,1779233,-,gene,1.005906684048734,0.789555359517216,417,non-essential,Q0K0W1,Q0K0W1_CUPNH,GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II),ribA H16_B1576,198
H16_B1581,33,25,NC_008314.1,1782066,1784444,+,gene,1.2635860775053376,0.9901018629842174,414.93939393939394,non-essential,Q0K0V6,METE_CUPNH,"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)",metE H16_B1581,792
H16_B1583,10,7,NC_008314.1,1786200,1786979,-,gene,1.0839435956323666,0.8506648739199465,413.5,non-essential,Q0K0V4,Q0K0V4_CUPNH,3-Oxoadipate enol-lactone hydrolase (EC 3.1.1.24),catD2 H16_B1583,259
H16_B1584,2,2,NC_008314.1,1787019,1787303,-,gene,0.8484642796538265,0.7076339837583354,415,non-essential,Q0K0V3,Q0K0V3_CUPNH,Muconolactone Delta-isomerase (MIase) (EC 5.3.3.4),catC2 H16_B1584,94
H16_B1593,9,8,NC_008314.1,1795076,1796362,-,gene,0.7795538613251637,0.5658798220310006,398,non-essential,Q0K0U6,Q0K0U6_CUPNH,Cytosine deaminase (EC 3.5.4.1),codA H16_B1593,428
H16_B1595,8,4,NC_008314.1,1797125,1797811,-,gene,0.7362252260211444,0.5610989646451524,396,non-essential,Q0K0U4,Q0K0U4_CUPNH,Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase),upp upp2 H16_B1595,225
H16_B1613,9,7,NC_008314.1,1821920,1822933,+,gene,1.2563941487929644,0.9172637548128213,275.6666666666667,non-essential,Q0K0S6,Q0K0S6_CUPNH,MoxR-like ATPase (EC 3.6.1.-),H16_B1613,337
H16_B1630,13,11,NC_008314.1,1840199,1841389,-,gene,1.5774227779849141,0.9886330124764957,293.46153846153845,non-essential,Q0K0Q9,Q0K0Q9_CUPNH,Acetate kinase (EC 2.7.2.1) (Acetokinase),ackA H16_B1630,396
H16_B1631,10,9,NC_008314.1,1841394,1842332,-,gene,1.6262513100357776,0.9852648255275182,295.3,non-essential,Q0K0Q8,Q0K0Q8_CUPNH,Phosphotransacetylase (EC 2.3.1.8),pta1 H16_B1631,312
H16_B1642,3,2,NC_008314.1,1854006,1855058,+,gene,0.2075481096518173,0.01660591329951898,457.6666666666667,ambiguous,Q0K0P7,Q0K0P7_CUPNH,dTDP-glucose 4-6-dehydratase (EC 4.2.1.46),H16_B1642,350
H16_B1643,10,9,NC_008314.1,1855072,1855968,+,gene,1.088261608626886,0.8693914899055575,460.8,non-essential,Q0K0P6,Q0K0P6_CUPNH,Predicted xylanase/chitin deacetylase (EC 3.5.1.-),H16_B1643,298
H16_B1652,15,10,NC_008314.1,1863619,1864587,-,gene,1.0897234717718032,0.8771830410796422,473.6666666666667,non-essential,Q0K0N7,Q0K0N7_CUPNH,3-Hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35),H16_B1652,322
H16_B1657,29,25,NC_008314.1,1868077,1868955,+,gene,2.9909458088474565,0.9999999920659289,476.0344827586207,non-essential,Q0K0N2,Q0K0N2_CUPNH,3-Hydroxyisobutyrate dehydrogenase (EC 1.1.1.31),H16_B1657,292
H16_B1662,22,21,NC_008314.1,1871569,1873284,+,gene,1.2755102040816326,0.9855493387962353,479.3181818181818,non-essential,Q0K0M7,Q0K0M7_CUPNH,Acyl-coenzyme A synthetase/AMP-(Fatty) acid ligase (EC 6.2.1.-),H16_B1662,571
H16_B1663,14,13,NC_008314.1,1873278,1874252,+,gene,1.3888696191057588,0.979739872953758,479.64285714285717,non-essential,Q0K0M6,Q0K0M6_CUPNH,Predicted acyltransferase (EC 2.3.1.-),H16_B1663,324
H16_B1666,14,8,NC_008314.1,1877293,1878141,+,gene,0.9816828802677859,0.791284934858939,480.5,non-essential,Q0K0M3,Q0K0M3_CUPNH,Chitooligosaccharide deacetylase (EC 3.5.1.-),H16_B1666,243
H16_B1670,16,11,NC_008314.1,1880719,1881981,-,gene,0.898590030552061,0.7214245092686769,485.25,non-essential,Q0K0L9,Q0K0L9_CUPNH,Fumarylacetoacetase hydrolase (EC 3.7.1.2),fahA H16_B1670,420
H16_B1671,13,11,NC_008314.1,1882119,1883438,-,gene,0.861534220139224,0.6731368188772543,483.84615384615387,non-essential,Q0K0L8,HGD_CUPNH,"Homogentisate 1,2-dioxygenase (HGDO) (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)",hmgA H16_B1671,439
H16_B1690,6,5,NC_008314.1,1920251,1921069,+,gene,0.9015441648455476,0.7143154226014035,339,non-essential,Q0K0J9,Q0K0J9_CUPNH,Thioesterase (EC 3.1.2.-),H16_B1690,272
H16_B1691,8,8,NC_008314.1,1921056,1921889,+,gene,1.412329637737448,0.9593650498470276,340.5,non-essential,Q0K0J8,Q0K0J8_CUPNH,Phosphopantetheinyltransferase family protein (EC 3.1.2.-),H16_B1691,277
H16_B1692,8,8,NC_008314.1,1921886,1923310,+,gene,0.8165665011758557,0.6154586910076206,343.75,non-essential,Q0K0J7,Q0K0J7_CUPNH,Putative aminotransferase (EC 2.6.1.-),H16_B1692,474
H16_B1693,5,3,NC_008314.1,1923359,1925002,-,gene,0.2669485643506209,0.020575705011416843,341.4,non-essential,Q0K0J6,Q0K0J6_CUPNH,"2,3-dihydroxybenzoate-AMP ligase (EC 6.3.2.-)",H16_B1693,547
H16_B1694,2,2,NC_008314.1,1925048,1926199,-,gene,0.256665177629515,0.05117451416197345,338.5,non-essential,Q0K0J5,Q0K0J5_CUPNH,Acyl-CoA Dehydrogenase (EC 1.3.99.3),H16_B1694,383
H16_B1695,6,5,NC_008314.1,1926230,1927012,-,gene,0.9486441977126291,0.7512496874927866,337,non-essential,Q0K0J4,Q0K0J4_CUPNH,"1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)",menB H16_B1695,260
H16_B1696,6,5,NC_008314.1,1927043,1927810,-,gene,0.9671965614227849,0.7664350989975872,336.5,non-essential,Q0K0J3,Q0K0J3_CUPNH,Short Chain CoA Dehydrogenase (EC 1.1.1.-),H16_B1696,255
H16_B1699,7,6,NC_008314.1,1929117,1930133,-,gene,0.87618869599757,0.6901233430810745,336.7142857142857,non-essential,Q0K0J0,Q0K0J0_CUPNH,Zinc-type alcohol dehydrogenase-like protein,H16_B1699,338
H16_B1700,33,27,NC_008314.1,1930303,1933119,-,gene,1.4571532191213044,0.9989945941784051,327.45454545454544,non-essential,Q0K0I9,Q0K0I9_CUPNH,Tungsten-containing formate dehydrogenase alpha subunit (EC 1.2.1.2),fdwA H16_B1700,938
H16_B1701,24,21,NC_008314.1,1933129,1934838,-,gene,1.9110291406087092,0.9999055585928924,321.0833333333333,non-essential,Q0K0I8,Q0K0I8_CUPNH,Tungsten-containing formate dehydrogenase beta subunit (EC 1.2.1.2),fdwB H16_B1701,569
H16_B1709,37,22,NC_008314.1,1941516,1943093,-,gene,2.264697889301567,0.9999947592474556,308.8378378378378,non-essential,Q0K0I0,Q0K0I0_CUPNH,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II (EC 6.2.1.-),H16_B1709,525
H16_B1714,10,4,NC_008314.1,1949272,1950669,-,gene,0.4940498876440419,0.22002133163847984,290.9,non-essential,Q0K0H5,Q0K0H5_CUPNH,"NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta)",pntB4 H16_B1714,465
H16_B1715,12,10,NC_008314.1,1950686,1952248,-,gene,1.0495161730442264,0.8542042880555815,304.75,non-essential,Q0K0H4,Q0K0H4_CUPNH,"NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1)",pntA4 H16_B1715,520
H16_B1719,7,7,NC_008314.1,1955793,1956770,-,gene,1.2438871829864664,0.9148712855171466,288.2857142857143,non-essential,Q0K0H0,Q0K0H0_CUPNH,2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase),apbA2 H16_B1719,325
H16_B1735,11,8,NC_008314.1,1970358,1971779,-,gene,0.896471041744174,0.7151576146903855,313.09090909090907,non-essential,Q0K0F7,Q0K0F7_CUPNH,"NAD-dependent aldehyde dehydrogenase (EC 1.2.1.3)",H16_B1735,473
H16_B1738,10,9,NC_008314.1,1974691,1975488,-,gene,1.8302068009100452,0.9931697439777212,308.5,non-essential,Q0K0F4,Q0K0F4_CUPNH,Enoyl-CoA hydratase/isomerase family (EC 4.2.1.17),H16_B1738,264
H16_B1741,7,4,NC_008314.1,1976985,1977845,-,gene,0.7359434795407712,0.5606827256827924,315.57142857142856,non-essential,Q0K0F1,Q0K0F1_CUPNH,Enoyl-CoA hydratase (EC 4.2.1.17),H16_B1741,286
H16_B1742,2,2,NC_008314.1,1977916,1978776,-,gene,0.3668109456386178,0.18773386912475323,317,non-essential,NA,NA,NA,NA,NA
H16_B1745,4,4,NC_008314.1,1981241,1982347,-,gene,0.56687092915814,0.33317375974524094,318.75,non-essential,Q0K0E7,Q0K0E7_CUPNH,Zinc-type alcohol dehydrogenase adhd (Aldehyde reductase) (EC 1.1.1.1),H16_B1745,368
H16_B1746,4,3,NC_008314.1,1982712,1984781,+,gene,0.22726893945706964,0.006211904156413007,319,ambiguous,Q0K0E6,Q0K0E6_CUPNH,Monooxygenase (EC 1.14.14.-),H16_B1746,689
H16_B1750,9,5,NC_008314.1,1988187,1989086,+,gene,0.897054074419606,0.7081188015776676,310.6666666666667,non-essential,Q0K0E2,Q0K0E2_CUPNH,3-hydroxyisobutyrate dehydrogenase (HIBADH) (EC 1.1.1.31),H16_B1750,299
H16_B1751,14,8,NC_008314.1,1989153,1990610,+,gene,0.8856023202780792,0.7003267763121168,309.64285714285717,non-essential,Q0K0E1,Q0K0E1_CUPNH,"NAD-dependent aldehyde dehydrogenase (EC 1.2.1.3)",H16_B1751,499
H16_B1758,9,5,NC_008314.1,1997750,1999393,-,gene,0.4385034054174464,0.10535036499237613,346.77777777777777,non-essential,Q0K0D4,Q0K0D4_CUPNH,Allophanate hydrolase (EC 3.5.1.54),alpH H16_B1758,547
H16_B1769,0,0,NC_008314.1,2009373,2010311,NA,gene,0,0.019026909094313912,262,essential,Q0K0C3,Q0K0C3_CUPNH,2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase),apbA3 H16_B1769,312
H16_B1771,0,0,NC_008314.1,2010847,2012034,NA,gene,0,0.006836955344054222,260,essential,NA,NA,NA,NA,NA
H16_B1773,12,10,NC_008314.1,2012933,2013709,+,gene,2.4877602197189828,0.9995506214847796,258.3333333333333,non-essential,Q0K0B9,Q0K0B9_CUPNH,Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17),H16_B1773,258
H16_B1810,4,3,NC_008314.1,2046970,2047704,+,gene,0.7814930024847593,0.629902928859023,261.5,non-essential,Q0K082,Q0K082_CUPNH,"ABC-type transporter, ATPase component: PAAT family (EC 3.6.3.21)",H16_B1810,244
H16_B1813,12,11,NC_008314.1,2049451,2050440,+,gene,2.110509649234097,0.9988217625753752,263.5833333333333,non-essential,Q0K079,Q0K079_CUPNH,Putative 2-Ketogluconate-6-phosphate reductase (EC 1.1.1.43),kguD H16_B1813,329
H16_B1817,2,0,NC_008314.1,2053685,2054905,+,gene,0,0.0054932222445545275,264.5,essential,Q0K075,Q0K075_CUPNH,L-Lactate cytochrome c reductase (EC 1.1.2.3),lldD H16_B1817,391
H16_B1819,4,4,NC_008314.1,2055600,2056661,+,gene,0.7113260896626535,0.5315523254829286,265,non-essential,Q0K073,Q0K073_CUPNH,D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95),serA6 H16_B1819,360
H16_B1826,9,9,NC_008314.1,2063368,2064561,-,gene,1.3666678814825615,0.9589548040725085,276.1111111111111,non-essential,Q0K066,Q0K066_CUPNH,Acyl-CoA dehydrogenase (EC 1.3.99.3),H16_B1826,397
H16_B1829,6,4,NC_008314.1,2067366,2068457,+,gene,0.6641958580746291,0.47170564878973653,276.5,non-essential,Q0K063,Q0K063_CUPNH,Spermidine/putrescine import ATP-binding protein PotA (EC 3.6.3.31),potA H16_B1829,363
H16_B1831,6,5,NC_008314.1,2070235,2071149,+,gene,0.9928271392451775,0.7828848600115728,275,non-essential,Q0K061,Q0K061_CUPNH,Dihydrodipicolinate synthase (DapA) (EC 4.2.1.52),dapA4 H16_B1831,304
H16_B1834,4,3,NC_008314.1,2073211,2073963,-,gene,0.736044594488498,0.5886929116578618,271.25,non-essential,Q0K058,Q0K058_CUPNH,Alcohol dehydrogenase (EC 1.1.1.1),H16_B1834,250
H16_B1835,13,13,NC_008314.1,2073973,2075406,-,gene,1.6615159671684445,0.9953293958969281,273.38461538461536,non-essential,Q0K057,Q0K057_CUPNH,Aldehyde dehydrogenase family protein,H16_B1835,477
H16_B1836,7,4,NC_008314.1,2075514,2076605,-,gene,0.6641958580746291,0.47170564878973653,276,non-essential,NA,NA,NA,NA,NA
H16_B1841,0,0,NC_008314.1,2080386,2080832,NA,gene,0,0.13271299513100998,282,ambiguous,NA,NA,NA,NA,NA
H16_B1842,12,11,NC_008314.1,2080799,2082424,-,gene,1.1959771677086166,0.9314095284923736,283.0833333333333,non-essential,Q0K050,Q0K050_CUPNH,Methylmalonyl-CoA mutase alpha subunit (EC 5.4.99.2),H16_B1842,541
H16_B1843,7,6,NC_008314.1,2082421,2083200,-,gene,1.3608095909859974,0.9338043185552094,283.2857142857143,non-essential,Q0K049,Q0K049_CUPNH,3-Hydroxybutyryl-CoA dehydratase (EC 4.2.1.55),H16_B1843,259
H16_B1864,10,9,NC_008314.1,2108238,2109449,-,gene,1.1026520005782796,0.8769230299365934,337,non-essential,Q0K028,Q0K028_CUPNH,"Putative acyl-CoA dehydrogenase, putative desulfurization enzyme (EC 3.1.2.-)",H16_B1864,403
H16_B1870,17,12,NC_008314.1,2115378,2117144,+,gene,1.0326773537298586,0.856274185649956,328.88235294117646,non-essential,Q0K022,Q0K022_CUPNH,Sulphoacetaldehyde acetyltransferase (TPP dependent) (EC 2.3.3.15),xsc H16_B1870,618
H16_B1871,5,4,NC_008314.1,2117267,2118301,+,gene,0.5826011978280627,0.3567256573827128,331.8,non-essential,Q0K021,Q0K021_CUPNH,Phosphotransacetylase (EC 2.3.1.8),pta2 H16_B1871,344
H16_B1874,20,19,NC_008314.1,2120439,2121935,-,gene,1.8984399307379336,0.9997976276465843,334.35,non-essential,Q0K018,Q0K018_CUPNH,Amidase (EC 3.5.1.-),H16_B1874,498
H16_B1881,8,5,NC_008314.1,2127176,2128108,-,gene,0.827902294282838,0.6457262910084252,323.875,non-essential,Q0K011,Q0K011_CUPNH,Ornithine cyclodeaminase (EC 4.3.1.12),H16_B1881,310
H16_B1893,13,10,NC_008314.1,2139592,2141037,+,gene,1.061413378054217,0.8615447345729534,325.6923076923077,non-essential,Q0JZZ9,Q0JZZ9_CUPNH,D-amino-acid dehydrogenase (EC 1.4.99.1),dadA7 H16_B1893,481
H16_B1897,8,5,NC_008314.1,2143876,2144853,+,gene,0.8059401510417641,0.6238614238578,317.125,non-essential,Q0JZZ5,Q0JZZ5_CUPNH,Putative xanthine dehydrogenase subunit (EC 1.17.1.4),xdhA2 H16_B1897,325
